_c0,userId,gender,n_pages,submit_downgrade,thumbs_down,home,downgrade,roll_advert,cancellation,about,submit_registration,cancel,login,register,add_playlist,nextsong,thumbs_up,error,submit_upgrade,total_length,label
1586,1039111,1,173,0,0,7,0,9,0,0,0,0,0,0,5,135,8,2,0,32986,0
1587,1198593,0,550,0,6,13,2,1,0,1,0,0,0,0,16,466,26,0,1,114368,0
1588,1735301,0,352,1,5,13,3,5,0,1,0,0,0,0,10,284,13,0,0,67713,1
1589,1751205,1,241,0,2,11,3,2,1,1,0,1,0,0,2,199,5,0,1,49384,0
1590,1434417,1,248,0,2,13,0,17,0,0,0,0,0,0,4,189,11,0,1,47304,0
1591,1389876,0,76,0,0,4,0,4,0,0,0,0,0,0,1,64,1,0,0,17021,0
1592,1892815,0,92,0,1,4,0,6,0,0,0,0,0,0,2,71,5,0,0,16822,0
1593,1091040,0,258,0,1,10,4,1,0,0,0,0,0,0,8,214,11,0,1,50953,0
1594,1580690,1,322,0,1,12,0,12,0,2,0,0,0,0,6,263,12,0,1,65516,0
1595,1275914,1,840,0,8,30,2,11,1,1,0,1,0,0,24,696,36,0,1,177020,0
1596,1526116,0,107,0,1,4,0,8,0,0,0,0,0,0,4,77,5,1,0,18550,0
1597,1116353,0,51,0,0,4,0,4,0,1,0,0,0,0,0,38,2,0,0,9418,0
1598,1631809,1,156,0,0,1,1,0,0,0,0,0,0,0,3,135,6,1,0,32439,0
1599,1187415,0,115,0,4,6,0,4,0,0,0,0,0,0,1,94,1,0,0,27157,0
1600,1010812,1,58,0,1,2,0,6,0,0,0,0,0,0,3,42,2,0,0,10602,0
1601,1646818,0,564,0,10,16,4,6,0,2,0,0,0,0,12,473,23,0,1,117901,0
1602,1423763,0,343,0,6,17,0,23,0,0,0,0,0,0,7,256,15,0,0,64827,0
1603,1273482,1,135,0,0,9,0,7,0,0,0,0,0,0,2,110,6,0,0,26798,0
1604,1099489,0,896,0,10,36,10,4,0,0,0,0,0,0,26,737,36,0,1,185190,0
1605,1422323,0,174,0,1,7,1,0,0,0,0,0,0,0,9,138,13,1,0,35340,0
1606,1924498,0,803,0,8,20,7,1,1,0,0,1,0,0,23,674,34,1,0,165152,0
1607,1709058,1,562,0,8,27,3,0,0,1,0,0,0,0,10,458,33,1,0,117772,0
1608,1950449,0,1336,0,13,46,10,1,0,2,0,0,0,0,32,1121,46,1,0,276374,0
1609,1495141,1,206,0,3,5,0,0,1,0,0,1,0,0,7,169,13,1,0,43392,0
1610,1946867,1,457,0,0,16,2,11,0,0,0,0,0,0,15,382,17,0,1,95431,0
1611,1596436,1,206,0,2,6,0,11,0,0,0,0,0,0,8,164,9,1,0,41357,0
1612,1859827,1,188,0,2,10,0,14,0,1,0,0,0,0,3,145,2,0,1,35488,0
1613,1258985,1,132,0,1,6,2,2,1,0,0,1,0,0,3,107,2,0,1,27455,0
1614,1578227,1,1558,0,12,52,13,0,0,2,0,0,0,0,42,1314,67,0,1,321441,0
1615,1647329,1,53,0,0,1,1,0,0,1,0,0,0,0,1,42,3,1,0,10594,0
1616,1189300,1,125,0,2,8,1,3,0,0,0,0,0,0,3,98,4,0,1,24152,0
1617,1663570,1,382,0,4,13,2,6,0,1,0,0,0,0,11,301,20,0,1,74591,0
1618,1306645,1,89,0,1,1,0,9,0,0,0,0,0,0,4,70,2,0,0,17765,0
1619,1340146,0,610,0,1,20,3,1,0,1,0,0,0,0,21,507,31,1,0,129926,0
1620,1673867,0,53,0,0,1,1,0,1,0,0,1,0,0,1,45,3,0,0,10800,0
1621,1202299,1,2683,2,19,109,19,68,0,12,0,0,0,0,61,2176,93,2,2,540049,1
1622,1137531,0,282,0,4,15,0,24,0,0,0,0,0,0,10,211,9,0,0,54765,0
1623,1709087,0,139,0,1,6,0,11,0,0,0,0,0,0,1,107,8,0,0,26677,0
1624,1521809,0,1020,0,6,34,7,0,0,2,0,0,0,0,34,851,47,0,0,210043,0
1625,1564255,1,166,0,1,9,0,10,0,2,0,0,0,0,3,124,6,0,0,31063,0
1626,1465542,1,1048,0,9,36,9,19,0,0,0,0,0,0,24,869,43,2,1,216818,0
1627,1831066,0,416,0,3,18,2,0,0,1,0,0,0,0,9,344,13,1,0,85543,0
1628,1179759,1,551,0,4,22,5,3,0,0,0,0,0,0,11,461,23,0,1,113755,0
1629,1882822,0,398,0,3,20,0,26,0,2,0,0,0,0,9,304,17,2,0,76350,0
1630,1162954,0,117,0,1,4,1,2,1,0,0,1,0,0,5,91,7,0,1,22673,0
1631,1262526,0,396,0,2,14,4,1,0,3,0,0,0,0,6,326,24,0,0,83470,0
1632,1084323,0,375,0,3,10,7,0,0,1,0,0,0,0,6,316,16,0,1,78297,0
1633,1550276,0,58,0,0,3,0,4,0,0,0,0,0,0,2,47,1,0,0,10821,0
1634,1096593,1,266,0,3,10,6,2,0,0,0,0,0,0,8,221,12,0,1,57203,0
1635,1894416,1,938,0,6,35,9,1,0,1,0,0,0,0,22,781,51,0,0,194226,0
1636,1445296,0,347,0,6,11,2,9,0,2,0,0,0,0,6,282,11,0,1,70373,0
1637,1724944,1,428,0,4,13,7,0,0,4,0,0,0,0,10,353,22,0,0,86046,0
1638,1726199,0,54,0,1,2,0,0,0,0,0,0,0,0,1,41,6,0,1,9962,0
1639,1375757,1,594,0,3,23,5,3,0,1,0,0,0,0,14,496,29,1,1,125893,0
1640,1825216,1,405,0,3,14,3,1,1,1,0,1,0,0,10,329,29,0,0,81255,0
1641,1236167,1,507,0,1,32,0,32,0,0,0,0,0,0,11,369,21,0,0,94070,0
1642,1581900,1,163,0,0,6,0,11,0,1,0,0,0,0,2,126,8,0,0,33051,0
1643,1076530,0,149,0,4,5,0,9,0,0,0,0,0,0,0,120,7,0,0,28977,0
1644,1266025,1,290,0,5,17,4,4,0,1,0,0,0,0,6,227,7,0,1,55360,0
1645,1082251,0,261,0,2,10,0,5,0,0,0,0,0,0,5,218,12,0,1,53898,0
1646,1998118,1,647,0,9,22,5,0,0,0,0,0,0,0,14,553,27,0,0,138403,0
1647,1399416,0,263,0,4,11,0,16,0,0,0,0,0,0,5,196,14,0,0,49446,0
1648,1595791,1,474,0,2,22,4,5,0,0,0,0,0,0,9,390,21,0,1,96945,0
1649,1011670,0,580,0,3,27,0,35,0,1,0,0,0,0,11,450,27,0,0,118213,0
1650,1998434,0,208,0,3,6,0,12,0,0,0,0,0,0,5,167,8,0,0,41009,0
1651,1297809,0,60,0,0,1,0,5,0,0,0,0,0,0,2,49,3,0,0,12788,0
1652,1313490,1,94,0,1,7,0,2,0,0,0,0,0,0,1,69,3,0,1,17630,0
1653,1996142,0,90,0,2,1,0,8,0,0,0,0,0,0,1,75,1,1,0,17957,0
1654,1712883,0,1331,1,10,39,18,5,0,2,0,0,0,0,17,1137,48,1,0,276556,1
1655,1287142,1,69,0,0,4,1,0,0,0,0,0,0,0,3,52,1,0,1,12881,0
1656,1344847,1,335,0,2,10,6,0,0,0,0,0,0,0,8,287,12,1,0,69426,0
1657,1895331,0,107,0,0,11,0,5,0,0,0,0,0,0,1,75,4,0,0,19700,0
1658,1283303,0,1397,0,7,61,9,31,0,2,0,0,0,0,32,1140,52,1,1,279014,0
1659,1755851,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1660,1321454,1,885,1,3,26,8,1,0,1,0,0,0,0,20,753,39,2,0,185399,1
1661,1292545,1,551,0,6,21,0,35,0,1,0,0,0,0,15,417,25,0,0,106676,0
1662,1837314,1,41,0,0,6,0,2,0,0,0,0,0,0,1,28,2,0,0,6754,0
1663,1689121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1664,1991158,1,200,0,1,10,0,13,0,0,0,0,0,0,4,150,8,1,0,36134,0
1665,1957150,0,468,0,3,23,0,6,0,0,0,0,0,0,8,385,19,0,1,95538,0
1666,1155648,0,170,0,1,11,0,8,0,1,0,0,0,0,4,131,4,0,0,33029,0
1667,1752795,1,254,0,1,9,0,19,0,0,0,0,0,0,6,200,11,0,0,50095,0
1668,1830290,1,279,1,1,14,2,15,0,1,0,0,0,0,4,211,14,1,1,54241,1
1669,1125668,1,269,0,1,12,0,12,0,0,0,0,0,0,10,212,11,1,0,53611,0
1670,1986522,1,176,0,0,3,0,12,0,0,0,0,0,0,3,144,6,0,0,39383,0
1671,1289317,1,63,0,1,4,0,1,0,0,0,0,0,0,1,47,3,0,0,10898,0
1672,1599789,0,1412,0,5,48,18,3,0,1,0,0,0,0,39,1177,58,0,0,292415,0
1673,1469320,1,347,0,0,14,3,0,0,0,0,0,0,0,8,291,14,2,1,70639,0
1674,1929714,1,101,0,0,3,0,7,0,0,0,0,0,0,1,79,7,0,0,19455,0
1675,1309789,0,1724,0,15,60,21,0,0,4,0,0,0,0,45,1429,69,1,0,361568,0
1676,1920608,1,81,0,0,5,0,6,0,0,0,0,0,0,2,64,1,0,0,15104,0
1677,1028675,0,272,0,2,6,5,1,0,0,0,0,0,0,4,232,12,0,1,58077,0
1678,1246330,0,19,0,0,2,0,1,0,0,0,0,0,0,2,11,1,0,0,2799,0
1679,1014867,1,505,0,4,17,3,20,0,0,0,0,0,0,9,418,14,1,1,102795,0
1680,1287612,0,323,0,1,15,0,17,0,1,0,0,0,0,8,246,16,0,0,61572,0
1681,1600437,1,220,1,1,3,3,4,0,1,0,0,0,0,11,178,11,0,0,40531,1
1682,1379859,1,790,0,14,21,4,0,0,3,0,0,0,0,9,690,33,0,0,171197,0
1683,1233577,0,38,0,1,2,0,2,0,0,0,0,0,0,1,30,1,0,0,7815,0
1684,1422277,1,167,0,0,11,0,11,0,1,0,0,0,0,4,121,8,0,0,30506,0
1685,1741973,1,19,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,2696,0
1686,1842441,1,178,0,1,4,0,6,0,0,0,0,0,0,5,143,11,1,1,34985,0
1687,1562053,1,171,0,1,12,2,0,0,0,0,0,0,0,4,137,9,0,0,35011,0
1688,1810334,1,12,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,2278,0
1689,1033297,1,299,0,3,15,1,10,0,2,0,0,0,0,7,236,10,0,1,59020,0
1690,1868705,0,124,0,3,10,0,5,0,0,0,0,0,0,5,89,8,0,0,22522,0
1691,1210097,1,501,1,6,19,4,6,1,0,0,1,0,0,13,401,18,1,0,100274,1
1692,1086011,1,1821,0,9,48,16,2,0,4,0,0,0,0,45,1547,74,1,0,382696,0
1693,1577333,1,1287,0,7,53,10,3,0,5,0,0,0,0,35,1082,45,0,1,270086,0
1694,1637638,0,1775,0,9,70,11,0,0,3,0,0,0,0,46,1483,82,3,0,364950,0
1695,1740756,0,20,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,3676,0
1696,1052289,1,1370,0,9,39,24,6,0,2,0,0,0,0,34,1164,47,2,1,293682,0
1697,1525976,1,93,0,1,3,0,6,0,0,0,0,0,0,4,71,2,0,0,17811,0
1698,1691435,0,327,0,4,12,1,14,0,1,0,0,0,0,3,253,16,0,1,63917,0
1699,1593531,0,666,0,2,22,4,7,0,1,0,0,0,0,14,566,28,1,1,142816,0
1700,1039376,0,141,0,1,3,0,14,0,0,0,0,0,0,4,104,7,1,0,25762,0
1701,1879572,0,121,0,2,1,0,10,0,0,0,0,0,0,4,95,5,0,0,21319,0
1702,1998368,0,191,0,2,5,2,0,0,4,0,0,0,0,5,161,9,0,0,39475,0
1703,1951735,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,682,0
1704,1543132,1,505,1,5,17,5,9,0,3,0,0,0,0,8,420,21,0,1,105235,1
1705,1968394,0,122,0,1,4,0,6,0,1,0,0,0,0,3,95,8,0,0,23640,0
1706,1559800,0,339,0,0,16,0,23,0,0,0,0,0,0,3,274,9,0,1,69771,0
1707,1538733,0,62,0,1,4,0,2,0,0,0,0,0,0,2,46,4,0,0,12892,0
1708,1542600,0,727,0,1,29,3,0,0,2,0,0,0,0,17,597,31,1,0,152583,0
1709,1329528,1,1068,0,8,37,14,0,0,3,0,0,0,0,27,895,45,3,0,217016,0
1710,1190772,1,96,0,0,1,0,5,0,0,0,0,0,0,1,79,6,0,0,21092,0
1711,1300253,0,80,0,1,0,0,5,0,0,0,0,0,0,3,68,3,0,0,17614,0
1712,1280287,0,242,0,1,9,0,13,0,0,0,0,0,0,6,194,8,0,0,46551,0
1713,1126139,0,538,0,6,17,1,8,0,0,0,0,0,0,19,447,20,2,1,109903,0
1714,1332676,0,227,0,1,15,0,11,0,2,0,0,0,0,7,172,7,1,0,44231,0
1715,1698619,1,18,0,0,0,0,1,0,0,0,0,0,0,2,15,0,0,0,3607,0
1716,1256655,0,39,0,0,3,0,1,0,0,0,0,0,0,0,28,2,0,0,7115,0
1717,1803362,1,226,0,2,8,0,13,0,0,0,0,0,0,5,179,9,0,0,46023,0
1718,1361057,0,202,0,0,6,2,0,0,0,0,0,0,0,5,171,8,0,0,41750,0
1719,1450381,0,275,0,3,11,0,15,0,0,0,0,0,0,3,215,17,0,0,54865,0
1720,1407943,0,800,0,8,27,7,0,0,1,0,0,0,0,20,671,36,2,0,170257,0
1721,1833086,1,209,0,2,9,0,12,0,0,0,0,0,0,4,160,9,0,0,39731,0
1722,1963979,0,173,0,3,9,0,14,0,0,0,0,0,0,4,130,3,0,0,33916,0
1723,1271564,1,109,0,0,5,0,6,0,0,0,0,0,0,2,89,4,0,0,22366,0
1724,1863183,1,107,0,1,3,0,4,0,1,0,0,0,0,3,83,5,0,0,21001,0
1725,1008360,1,671,1,1,23,4,42,0,0,0,0,0,0,10,534,34,0,1,137159,1
1726,1440124,1,270,0,4,11,3,0,0,1,0,0,0,0,12,220,12,0,0,54287,0
1727,1245877,1,69,0,0,3,1,0,0,0,0,0,0,0,0,58,2,0,0,15279,0
1728,1954895,0,89,0,2,2,0,3,0,0,0,0,0,0,3,72,4,0,0,16912,0
1729,1515378,1,83,0,0,2,0,3,0,0,0,0,0,0,0,68,6,0,0,17597,0
1730,1563352,1,301,0,2,13,0,19,0,1,0,0,0,0,9,235,8,0,1,57947,0
1731,1531336,1,1050,0,9,36,6,2,0,1,0,0,0,0,18,901,44,0,1,224953,0
1732,1163226,1,178,0,3,6,0,12,0,0,0,0,0,0,4,141,8,1,0,34541,0
1733,1454799,0,162,0,1,11,0,10,0,1,0,0,0,0,5,120,6,0,0,29172,0
1734,1085698,0,60,0,0,0,0,5,0,0,0,0,0,0,3,46,3,0,0,11332,0
1735,1390479,0,322,0,5,10,3,0,0,1,0,0,0,0,11,261,15,0,1,68822,0
1736,1352332,0,99,0,1,4,0,3,0,0,0,0,0,0,3,82,2,0,0,22826,0
1737,1272416,0,390,0,2,17,0,14,0,0,0,0,0,0,12,313,14,0,1,76246,0
1738,1567197,0,21,0,1,0,0,1,0,0,0,0,0,0,0,18,1,0,0,4226,0
1739,1954413,1,99,0,1,4,0,5,0,0,0,0,0,0,2,76,6,0,0,18361,0
1740,1637108,1,402,0,2,12,5,0,0,1,0,0,0,0,4,347,19,1,0,87386,0
1741,1366694,0,518,0,8,18,3,0,0,2,0,0,0,0,12,435,27,0,0,109247,0
1742,1549994,0,70,0,0,7,0,3,0,0,0,0,0,0,1,52,0,0,0,13618,0
1743,1680558,0,99,0,0,5,0,4,0,0,0,0,0,0,2,81,3,0,0,19303,0
1744,1273288,0,40,0,0,2,0,1,0,0,0,0,0,0,0,34,2,0,0,7878,0
1745,1886425,1,412,0,5,20,1,2,0,0,0,0,0,0,13,343,11,0,1,82189,0
1746,1922732,0,133,0,2,6,0,10,0,0,0,0,0,0,1,100,6,0,0,24538,0
1747,1072528,1,119,0,0,9,0,10,0,0,0,0,0,0,4,85,0,0,1,22227,0
1748,1811046,1,216,0,0,9,0,12,0,0,0,0,0,0,6,169,10,0,0,41923,0
1749,1624587,1,18,0,1,0,0,0,0,0,0,0,0,0,2,13,1,0,0,3152,0
1750,1324130,0,18,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,0,3267,0
1751,1779250,1,163,1,0,10,1,4,0,0,0,0,0,0,7,124,6,0,1,29353,1
1752,1887224,1,209,0,0,5,3,2,0,0,0,0,0,0,6,170,15,0,1,40992,0
1753,1750848,1,303,1,6,12,6,1,0,0,0,0,0,0,8,245,12,0,0,61139,1
1754,1434698,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1755,1925920,0,43,0,0,5,0,4,0,0,0,0,0,0,3,31,0,0,0,7237,0
1756,1656564,1,217,0,3,6,0,12,0,0,0,0,0,0,4,177,6,0,0,43631,0
1757,1043945,1,54,0,1,3,0,8,0,1,0,0,0,0,1,32,2,0,0,8371,0
1758,1428725,0,56,0,1,2,0,6,0,0,0,0,0,0,1,44,2,0,0,11946,0
1759,1234150,0,28,0,0,1,0,0,0,0,0,0,0,0,0,21,4,0,0,5791,0
1760,1485572,0,233,0,1,14,0,19,0,0,0,0,0,0,9,167,7,0,0,40144,0
1761,1228529,1,185,0,1,5,0,13,0,1,0,0,0,0,6,142,8,0,0,36224,0
1762,1194766,0,325,0,2,13,2,11,0,0,0,0,0,0,6,271,12,1,1,68863,0
1763,1450484,1,67,0,0,3,0,5,0,0,0,0,0,0,2,48,3,0,0,11768,0
1764,1005948,0,517,0,3,22,5,0,0,2,0,0,0,0,12,448,16,0,0,107281,0
1765,1364464,0,45,0,0,5,0,2,0,0,0,0,0,0,0,31,2,0,0,8134,0
1766,1955615,0,33,0,1,1,0,0,0,0,0,0,0,0,2,27,0,0,0,6682,0
1767,1008722,0,117,0,0,3,0,9,0,0,0,0,0,0,4,90,10,0,0,22204,0
1768,1108994,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,255,0
1769,1721799,0,218,0,1,9,0,16,0,1,0,0,0,0,2,168,6,0,0,43514,0
1770,1061825,1,699,0,11,39,5,16,0,2,0,0,0,0,19,537,36,0,1,134833,0
1771,1173125,1,120,0,1,3,0,6,0,0,0,0,0,0,2,99,5,0,0,24619,0
1772,1891295,0,43,0,1,0,0,2,0,0,0,0,0,0,1,37,1,0,0,9296,0
1773,1767872,0,611,0,5,18,4,8,0,2,0,0,0,0,8,513,31,0,1,128093,0
1774,1685741,1,176,0,3,6,0,17,0,0,0,0,0,0,5,131,8,0,0,32657,0
1775,1032512,1,58,0,1,5,0,0,0,0,0,0,0,0,0,44,4,0,0,10834,0
1776,1057257,1,109,0,1,5,0,8,0,0,0,0,0,0,2,82,5,0,0,20522,0
1777,1230822,0,83,0,0,4,0,6,0,0,0,0,0,0,2,57,4,0,0,15489,0
1778,1821309,1,69,0,0,8,0,2,0,0,0,0,0,0,2,48,2,0,0,11520,0
1779,1542036,0,460,0,5,18,1,0,0,0,0,0,0,0,11,386,11,0,1,97040,0
1780,1435257,0,503,0,4,19,2,11,0,0,0,0,0,0,11,418,15,0,1,103056,0
1781,1884955,1,283,0,1,14,0,1,0,1,0,0,0,0,4,235,12,0,1,58145,0
1782,1490057,0,333,0,2,12,1,3,0,0,0,0,0,0,9,275,17,0,0,66384,0
1783,1585972,1,446,0,8,19,1,0,0,1,0,0,0,0,7,370,19,0,0,93572,0
1784,1375496,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1785,1548237,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1335,0
1786,1003655,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1201,0
1787,1773100,0,332,0,3,18,0,1,0,1,0,0,0,0,9,270,8,0,1,70173,0
1788,1206887,1,58,0,0,1,0,4,0,0,0,0,0,0,0,50,1,0,0,13409,0
1789,1780439,0,236,0,3,5,1,0,0,2,0,0,0,0,7,207,5,0,0,53393,0
1790,1396566,0,222,0,0,8,0,11,0,0,0,0,0,0,3,173,11,1,0,43454,0
1791,1426358,0,914,0,7,45,9,3,0,0,0,0,0,0,23,763,39,0,1,189472,0
1792,1792581,0,102,0,1,5,0,8,0,0,0,0,0,0,2,78,4,0,0,18512,0
1793,1102469,1,109,0,0,2,0,7,0,0,0,0,0,0,1,88,3,0,0,21840,0
1794,1268367,1,15,0,0,2,0,0,0,0,0,0,0,0,0,12,1,0,0,2843,0
1795,1163991,1,94,0,1,2,2,0,0,0,0,0,0,0,2,77,8,0,0,18610,0
1796,1960534,1,50,0,0,5,0,4,0,0,0,0,0,0,0,30,2,0,0,8477,0
1797,1944984,1,689,1,3,29,9,7,0,2,0,0,0,0,11,562,27,0,2,139399,1
1798,1504994,0,147,0,2,4,0,10,0,0,0,0,0,0,7,115,6,0,0,28118,0
1799,1039049,1,46,0,2,1,0,3,0,0,0,0,0,0,0,37,1,0,0,8977,0
1800,1720666,1,71,0,1,5,0,2,0,0,0,0,0,0,3,52,3,0,0,12377,0
1801,1490051,0,45,0,0,2,0,5,0,0,0,0,0,0,0,37,1,0,0,8698,0
1802,1162853,1,263,0,1,12,1,9,0,0,0,0,0,0,8,215,11,0,1,55875,0
1803,1178570,1,79,0,3,1,3,0,0,0,0,0,0,0,2,64,2,0,0,16427,0
1804,1383001,1,148,0,3,3,0,0,0,0,0,0,0,0,3,131,5,0,0,31550,0
1805,1196870,0,92,0,2,2,0,4,0,0,0,0,0,0,1,75,6,0,0,19223,0
1806,1407673,1,197,0,1,9,0,14,0,0,0,0,0,0,4,152,6,0,0,37576,0
1807,1212342,0,15,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,2704,0
1808,1465555,0,7,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1257,0
1809,1388271,1,11,0,0,1,0,1,0,0,0,0,0,0,0,8,1,0,0,1907,0
1810,1849775,1,179,0,2,6,0,13,0,0,0,0,0,0,4,132,14,0,0,32363,0
1811,1646148,0,799,1,7,26,5,8,0,0,0,0,0,0,19,666,40,0,1,169408,1
1812,1013761,1,32,0,0,1,0,0,0,0,0,0,0,0,2,28,1,0,0,6508,0
1813,1707137,1,73,0,1,6,0,6,0,0,0,0,0,0,2,52,3,0,0,11735,0
1814,1731424,1,50,0,1,3,0,5,0,0,0,0,0,0,1,35,2,0,0,8556,0
1815,1600237,1,34,0,0,1,0,1,0,0,0,0,0,0,2,28,1,0,0,6500,0
1816,1854920,0,380,0,2,14,3,3,0,2,0,0,0,0,7,307,22,0,1,73742,0
1817,1923736,1,32,0,0,0,0,2,0,0,0,0,0,0,1,21,1,0,0,5078,0
1818,1795380,0,41,0,0,1,0,2,0,0,0,0,0,0,1,34,0,0,0,8346,0
1819,1077789,0,103,0,1,7,0,5,0,0,0,0,0,0,0,80,3,0,0,19848,0
1820,1844457,1,5,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1155,0
1821,1001731,0,61,0,1,1,0,0,0,0,0,0,0,0,5,50,3,0,0,12386,0
1822,1660105,0,57,0,3,1,0,8,1,0,0,1,0,0,0,42,1,0,0,10452,0
1823,1128184,0,642,0,7,18,10,7,1,0,0,1,0,0,9,543,22,0,1,134895,0
1824,1374582,0,364,0,3,12,0,47,1,1,0,1,0,0,11,253,13,0,0,63880,0
1825,1473974,1,18,0,0,0,0,2,1,0,0,1,0,0,0,14,0,0,0,3181,0
1826,1874884,1,224,0,3,12,1,16,1,2,0,1,0,0,8,161,6,1,1,40129,0
1827,1647479,0,670,0,10,30,0,81,0,1,0,0,0,0,18,468,30,1,0,120652,0
1828,1494979,1,1390,2,14,50,17,60,1,0,0,1,0,0,39,1105,38,0,3,276959,1
1829,1868491,1,234,0,0,8,9,1,1,0,0,1,0,0,6,198,6,1,0,50085,0
1830,1704731,1,828,0,7,36,11,8,1,3,0,1,0,0,28,661,31,3,0,162794,0
1831,1969354,0,362,0,4,22,2,38,1,1,0,1,0,0,6,252,10,0,1,63524,0
1832,1174207,0,16,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,3206,0
1833,1318688,1,211,0,2,5,0,26,1,1,0,1,0,0,5,156,6,1,0,36519,0
1834,1367376,1,560,0,9,23,0,58,1,0,0,1,0,0,18,391,31,0,0,99193,0
1835,1588794,1,232,0,3,11,0,26,1,1,0,1,0,0,8,163,8,0,0,41085,0
1836,1432314,0,360,0,5,13,0,35,0,0,0,0,0,0,12,254,19,0,0,64535,0
1837,1134101,1,214,0,4,6,0,31,1,0,0,1,0,0,4,152,6,0,0,36103,0
1838,1497796,0,347,0,3,9,6,4,1,0,0,1,0,0,9,295,4,0,0,70790,0
1839,1295269,0,362,0,2,16,5,2,1,1,0,1,0,0,5,304,12,2,0,74503,0
1840,1094155,0,161,0,3,8,0,12,1,2,0,1,0,0,5,114,9,0,0,31447,0
1841,1572221,1,139,0,2,3,0,21,1,1,0,1,0,0,1,102,5,0,0,24546,0
1842,1289412,1,751,1,7,27,8,22,1,1,0,1,0,0,18,613,22,1,1,148885,1
1843,1897906,1,743,0,15,30,3,20,1,2,0,1,0,0,13,604,20,1,1,150542,0
1844,1111269,0,1004,0,10,41,4,60,0,1,0,0,0,0,14,787,32,1,1,199930,0
1845,1002688,0,341,0,3,17,8,5,1,0,0,1,0,0,10,267,19,0,1,65567,0
1846,1622570,1,989,0,13,40,5,57,1,1,0,1,0,0,20,772,29,1,1,191718,0
1847,1935720,0,111,0,3,6,1,10,1,0,0,1,0,0,2,79,3,0,1,18882,0
1848,1631445,0,229,0,5,3,1,5,0,0,0,0,0,0,5,190,11,0,1,47560,0
1849,1219885,0,861,1,9,44,10,19,0,1,0,0,0,0,27,678,23,2,1,169882,1
1850,1211030,0,1259,1,21,56,1,156,0,0,0,0,0,0,28,893,41,0,1,218260,1
1851,1501443,1,1042,1,12,42,20,16,0,2,0,0,0,0,33,835,31,1,1,210480,1
1852,1939998,0,719,0,5,24,2,20,0,2,0,0,0,0,18,593,22,0,1,143318,0
1853,1537129,1,429,0,5,15,6,5,1,0,0,1,0,0,8,354,18,0,1,89845,0
1854,1601250,1,653,0,7,25,0,72,0,1,0,0,0,0,10,486,16,0,0,121903,0
1855,1645232,0,346,0,4,9,5,1,1,0,0,1,0,0,5,290,10,0,0,71836,0
1856,1165526,1,162,0,9,6,0,19,1,0,0,1,0,0,3,107,8,0,0,25623,0
1857,1374594,0,584,0,8,25,6,41,0,0,0,0,0,0,16,447,12,0,1,111946,0
1858,1302902,0,476,0,11,17,0,54,1,0,0,1,0,0,14,345,11,1,0,86575,0
1859,1643520,1,1476,1,11,46,13,71,0,1,0,0,0,0,34,1197,41,0,1,294185,1
1860,1657177,1,155,0,1,8,0,18,0,0,0,0,0,0,1,107,8,0,0,26506,0
1861,1702827,0,612,1,6,22,4,35,0,1,0,0,0,0,17,482,20,2,1,122434,1
1862,1185413,0,1793,1,19,55,6,138,0,3,0,0,0,0,45,1393,65,0,1,347479,1
1863,1709080,1,334,1,8,15,1,40,1,0,0,1,0,0,6,234,11,0,0,56400,1
1864,1667645,1,42,0,1,1,1,4,1,0,0,1,0,0,1,27,0,1,0,6863,0
1865,1507780,1,734,1,6,41,12,14,0,0,0,0,0,0,12,584,24,1,1,142469,1
1866,1135097,1,1559,1,9,59,21,40,1,2,0,1,0,0,38,1256,63,1,1,310677,1
1867,1205195,0,586,0,13,26,0,80,1,1,0,1,0,0,12,406,19,1,0,101159,0
1868,1853227,0,1228,4,16,61,11,105,0,2,0,0,0,0,36,878,44,2,4,217506,1
1869,1769917,0,312,0,4,11,10,4,1,0,0,1,0,0,9,250,9,0,0,62490,0
1870,1276637,0,661,0,4,26,5,5,1,0,0,1,0,0,15,559,18,2,0,141716,0
1871,1146729,0,90,0,3,1,0,14,1,0,0,1,0,0,1,62,5,0,0,16835,0
1872,1097477,1,687,2,5,37,6,56,0,4,0,0,0,0,18,492,25,2,2,116653,1
1873,1081967,0,780,0,7,37,10,30,0,1,0,0,0,0,13,615,25,0,1,158405,0
1874,1620799,1,393,1,3,16,7,8,0,1,0,0,0,0,3,323,14,1,2,84432,1
