userId,n_pages,thumbs_down,home,downgrade,roll_advert,about,add_playlist,nextsong,thumbs_up,error,submit_upgrade,total_length,label
1997884,1606,17,59,9,9,5,39,1291,126,4,1,320091.0,0
1580165,1736,15,63,6,7,8,40,1416,118,1,1,349107.0,0
1149883,1814,18,61,6,37,6,36,1458,140,1,1,362396.0,0
1626666,1962,15,86,6,2,4,51,1584,132,3,1,391266.0,0
1645224,4949,48,160,21,3,8,126,4020,387,8,0,1006286.0,0
1222899,1271,12,32,7,0,1,36,1039,96,2,0,258991.0,0
1166285,2073,12,69,14,3,5,41,1678,171,3,0,423014.0,0
1611548,360,2,18,0,27,0,8,259,26,0,0,66518.0,0
1857022,187,3,6,0,11,2,7,148,6,0,0,37136.0,0
1403121,4982,40,182,22,22,12,128,3990,398,7,3,989586.0,1
1952551,178,3,4,0,3,0,3,140,12,0,1,36654.0,0
1936196,1421,10,48,4,4,6,33,1131,116,3,1,278836.0,1
1384617,2031,29,70,7,9,6,58,1612,143,2,1,400231.0,0
1583434,593,3,22,3,10,3,15,464,38,1,1,113074.0,0
1210218,2204,16,90,5,17,2,55,1762,165,2,1,440536.0,1
1276562,4886,47,168,21,21,8,103,3965,365,4,2,976117.0,1
1314967,3131,27,111,20,7,6,76,2538,234,5,1,633325.0,1
1773575,2191,19,69,7,1,5,51,1801,157,3,0,446754.0,0
1295547,1907,16,92,1,11,4,44,1509,135,3,1,372829.0,0
1779818,294,1,7,0,5,0,7,236,29,0,1,59179.0,0
1738207,555,3,28,4,10,1,11,431,35,0,1,109437.0,0
1561685,4145,31,142,23,19,8,108,3307,337,5,3,825473.0,1
1554972,3796,34,137,21,24,12,94,3045,261,5,2,763318.0,1
1081223,334,4,13,1,6,0,5,265,23,0,1,66087.0,0
1872446,45,2,3,0,3,1,3,27,3,0,0,6371.0,0
1476051,6850,53,225,35,12,17,172,5584,488,10,1,1394429.0,0
1415635,1841,15,48,7,5,7,45,1488,138,2,0,371724.0,0
1862853,974,7,40,7,3,0,24,788,60,0,1,193695.0,0
1344036,2602,16,89,14,12,4,81,2099,204,3,1,520022.0,0
1280202,2224,21,64,5,4,2,61,1826,158,1,1,452377.0,0
1323376,997,7,36,6,0,1,31,796,75,0,0,204058.0,0
1862070,992,9,31,2,2,3,19,810,79,2,1,197982.0,0
1653273,2251,13,67,5,7,4,76,1809,183,3,1,452749.0,0
1182303,1237,11,36,4,4,1,35,1018,85,1,2,250858.0,1
1396734,913,5,25,7,2,2,22,746,63,0,0,187048.0,0
1609317,861,5,27,1,0,2,30,709,59,2,0,177263.0,0
1917870,929,6,35,2,1,1,29,750,68,3,1,185240.0,0
1088889,5496,36,164,24,6,15,141,4483,416,7,1,1115420.0,1
1011290,625,2,20,0,46,1,13,465,36,1,0,113227.0,0
1182613,918,8,32,2,0,2,24,748,77,2,0,184838.0,0
1700288,1509,12,44,6,6,6,37,1214,116,3,1,301514.0,1
1898251,6825,60,222,26,26,16,160,5609,466,5,2,1384508.0,1
1557382,5086,36,175,28,37,10,118,4145,366,5,1,1037080.0,0
1968386,4508,23,159,25,4,8,130,3660,321,3,0,905972.0,0
1645240,3978,38,140,23,5,6,99,3237,286,5,1,811841.0,0
1367121,1943,24,60,8,3,8,44,1563,157,3,0,387509.0,0
1232692,6549,45,194,29,19,5,181,5338,489,8,2,1335574.0,1
1389284,1527,10,42,8,2,1,36,1262,107,1,0,314144.0,0
1475370,4162,29,135,12,2,10,121,3406,311,5,0,849741.0,0
1129473,2747,18,85,15,4,6,80,2218,198,3,1,548218.0,0
1506763,3691,28,133,19,4,9,81,3018,258,8,2,749818.0,1
1645357,1044,8,30,3,2,3,33,860,77,1,0,217552.0,0
1058812,1158,11,37,3,1,1,32,931,97,0,1,230646.0,0
1445585,4754,53,162,17,22,9,128,3854,334,7,2,957948.0,1
1391483,5338,44,185,22,20,9,136,4298,400,6,2,1068130.0,1
1523854,2054,18,69,9,2,1,54,1662,155,2,1,414831.0,0
1811946,2141,18,87,13,2,4,47,1702,157,3,0,418237.0,0
1650436,1383,10,43,1,21,1,39,1111,95,2,1,280664.0,0
1195864,1085,11,35,5,6,2,22,883,84,0,1,222731.0,0
1028622,2035,13,77,8,5,2,59,1649,155,1,1,406087.0,0
1331763,226,0,12,4,0,0,4,182,18,0,0,46267.0,0
1227589,1767,11,75,6,22,6,47,1384,135,2,2,345865.0,1
1955266,3451,24,119,17,9,8,94,2804,245,4,1,693124.0,0
1874198,1432,13,60,6,2,2,42,1137,112,0,0,287073.0,0
1646001,868,10,27,4,4,1,20,702,62,0,1,172531.0,0
1944536,1041,9,32,6,0,3,31,856,77,1,0,217327.0,0
1999164,1433,14,37,5,1,3,42,1150,122,1,0,284573.0,0
1108292,3879,33,143,14,12,9,89,3113,312,4,1,765321.0,0
1780257,2382,29,65,12,4,6,60,1946,183,3,1,493932.0,0
1967763,1148,7,48,2,28,3,26,896,89,3,1,224518.0,1
1699797,6765,55,224,40,30,16,178,5453,509,7,4,1351270.0,1
1786045,3346,24,127,22,0,5,74,2730,214,7,1,669181.0,0
1925502,605,7,21,5,0,1,7,493,53,0,1,120580.0,0
1647320,2242,17,78,10,3,2,57,1831,165,0,0,462239.0,0
1436957,2483,22,87,14,11,4,57,2019,178,5,1,492536.0,1
1768675,7445,72,248,33,4,16,187,6037,580,5,1,1508847.0,1
1027184,654,2,17,1,2,1,17,535,52,0,0,138325.0,0
1799918,2848,21,102,14,3,3,71,2310,216,4,1,573550.0,0
1604074,4314,40,161,25,3,18,95,3503,302,5,1,866442.0,0
1016000,998,6,34,7,0,2,27,828,71,3,0,203308.0,0
1564413,766,9,23,2,5,1,13,627,51,1,1,158169.0,0
1301064,509,4,14,0,6,0,11,415,39,1,1,106060.0,0
1177527,2049,11,67,9,2,2,45,1686,158,1,0,420896.0,0
1629020,2085,16,73,10,8,7,65,1681,156,2,1,415976.0,0
1984402,492,4,22,2,6,1,7,403,32,0,1,99720.0,0
1867063,358,2,13,0,1,0,12,278,22,3,1,69060.0,0
1857956,879,3,28,0,1,3,25,721,69,0,0,180491.0,0
1126160,769,8,33,4,25,1,16,598,47,0,2,148502.0,1
1314437,238,0,13,1,0,2,6,191,19,0,0,49132.0,0
1750125,406,4,17,0,7,1,8,321,26,0,1,79015.0,0
1213522,1083,7,42,4,1,2,23,868,90,4,1,214306.0,0
1757260,1160,6,48,5,1,1,32,925,95,0,1,228646.0,0
1393820,1849,21,69,8,9,5,46,1480,133,4,1,364464.0,0
1887376,411,2,14,0,5,4,8,328,23,2,1,81194.0,0
1558788,50,1,5,1,1,0,0,35,3,0,1,9336.0,0
1943110,931,8,31,1,1,5,24,737,68,1,1,182788.0,0
1598608,206,5,9,0,8,1,5,147,7,1,0,38355.0,0
1453296,671,6,28,1,12,0,11,533,51,1,1,134796.0,0
1196450,1807,14,51,11,1,3,48,1472,152,2,0,368148.0,0
1522997,338,0,11,0,6,0,11,281,20,0,1,69907.0,0
1983397,823,6,30,1,0,2,20,663,59,0,1,167527.0,0
1589214,476,7,19,0,0,2,14,374,38,2,1,90757.0,0
1808322,148,0,4,1,6,0,8,109,16,0,1,28188.0,0
1256378,780,5,32,8,0,2,22,627,53,1,1,158005.0,0
1767139,801,2,23,3,1,0,20,645,61,1,1,158437.0,0
1418517,2619,27,96,13,16,7,65,2089,205,1,2,530355.0,1
1940218,525,6,20,0,14,1,11,412,31,1,1,98206.0,0
1558947,2230,14,81,3,1,1,52,1833,165,2,0,453610.0,0
1362059,2473,16,86,12,2,5,61,2020,191,1,0,491825.0,0
1525579,311,3,18,3,8,1,8,235,16,0,1,58928.0,0
1355254,464,2,9,5,0,2,10,389,31,0,0,97952.0,0
1893642,822,5,32,0,13,0,13,648,68,1,1,160886.0,0
1217503,58,0,4,0,4,0,1,38,8,0,0,8816.0,0
1469685,996,8,34,1,6,3,27,822,61,1,1,202913.0,0
1883160,2895,26,83,11,7,4,80,2345,225,2,0,586600.0,0
1191524,1912,13,72,14,3,3,66,1521,145,1,1,378040.0,0
1496016,1238,9,44,6,1,1,25,1006,104,0,1,247884.0,0
1542400,928,8,37,2,16,0,19,738,54,0,1,184147.0,0
1403977,506,1,20,5,2,4,8,414,33,1,1,103529.0,0
1246969,3303,30,121,16,3,11,88,2667,235,6,0,667281.0,0
1657303,286,2,20,2,5,2,6,201,21,0,1,48623.0,0
1472621,956,8,40,4,1,1,22,784,52,3,1,189203.0,0
1752993,4198,37,148,25,2,12,90,3422,286,4,1,850609.0,0
1910335,1567,15,55,8,6,5,39,1277,97,1,1,323012.0,0
1994489,2399,12,63,7,5,8,53,1982,183,4,0,488740.0,0
1494527,940,4,38,3,13,3,19,763,67,2,1,190211.0,0
1956261,2269,23,83,17,14,3,51,1829,165,4,1,456841.0,0
1283596,3123,47,111,14,4,3,80,2516,204,1,2,620592.0,1
1203641,1047,8,32,6,10,0,32,844,79,0,1,209892.0,0
1851631,2141,13,88,9,32,3,64,1695,150,2,2,420169.0,1
1296198,557,6,15,3,3,1,20,456,36,0,1,110611.0,0
1606472,72,0,3,0,3,0,3,54,6,1,0,13092.0,0
1360701,2074,19,76,7,8,6,58,1697,137,2,1,416672.0,0
1884328,1260,7,46,4,5,4,30,1032,86,1,1,257242.0,1
1071513,253,1,4,0,16,1,7,195,20,0,0,47714.0,0
1170276,3615,35,112,9,1,8,95,2953,281,2,1,734476.0,0
1328282,1061,9,31,1,6,0,34,851,85,0,1,209643.0,0
1532058,917,6,34,3,6,1,27,744,73,0,1,185106.0,0
1557575,152,0,9,0,9,1,2,110,10,0,1,27582.0,0
1374762,1707,11,42,12,4,4,37,1399,139,1,0,351447.0,0
1658031,2011,11,75,12,14,2,60,1596,161,0,2,399892.0,1
1281697,1501,12,49,9,0,1,37,1223,123,0,0,304320.0,0
1508542,547,8,23,2,5,1,11,417,48,0,1,105392.0,0
1372544,309,1,8,1,1,0,5,256,19,0,0,63580.0,0
1421880,927,7,32,4,4,2,30,747,67,2,1,185495.0,1
1184197,10,0,1,0,1,0,0,5,1,0,0,1219.0,0
1524966,928,2,33,6,0,3,25,759,63,0,0,188906.0,0
1996422,666,6,17,2,2,2,15,551,51,0,0,137216.0,0
1579064,1172,13,36,5,0,3,25,966,97,0,0,240306.0,0
1862323,1970,20,66,13,0,9,38,1595,142,2,0,400764.0,0
1805630,553,9,10,1,0,0,17,454,41,0,0,112838.0,0
1797310,297,4,13,1,7,0,5,219,20,0,1,54671.0,0
1281723,382,4,15,2,2,1,15,306,22,1,1,74223.0,0
1819097,897,9,23,6,1,1,16,741,70,1,0,185278.0,0
1687927,1467,10,54,6,1,2,43,1190,103,0,0,297067.0,0
1198841,3967,31,140,11,5,10,99,3216,300,3,1,803950.0,1
1460212,771,8,20,0,0,2,17,633,67,0,0,161985.0,0
1394866,1670,10,68,7,13,5,42,1339,115,2,1,332557.0,0
1528740,362,4,19,1,9,1,4,275,22,1,1,66752.0,0
1323238,3206,24,94,15,3,7,67,2641,240,1,0,659390.0,0
1032608,648,5,18,1,0,2,14,527,58,0,0,129061.0,0
1524497,1309,10,40,6,2,1,38,1059,109,1,1,263326.0,0
1722366,982,12,38,7,2,1,27,794,67,0,1,196975.0,0
1289248,497,2,18,2,0,1,9,421,27,2,0,102813.0,0
1408901,657,8,28,3,4,1,16,522,46,0,1,127752.0,0
1274926,1108,3,36,7,1,4,30,919,82,0,0,228594.0,0
1706748,211,2,3,1,1,0,4,171,20,0,1,44516.0,0
1727109,2095,19,75,7,7,4,64,1680,161,1,2,413885.0,1
1742608,979,10,45,3,9,1,32,764,72,1,1,187442.0,1
1831566,741,7,19,2,7,0,21,608,54,1,1,150268.0,0
1496187,580,4,20,2,0,0,19,469,40,1,1,119503.0,0
1383645,813,6,22,3,3,0,21,661,64,1,1,161266.0,0
1747534,1173,7,40,4,7,5,26,960,81,3,1,240128.0,0
1031349,303,4,11,0,20,0,6,232,18,0,0,56654.0,0
1241143,1673,15,55,8,26,3,42,1327,130,0,1,331697.0,0
1676817,635,8,26,1,6,0,8,511,47,0,1,124627.0,0
1354438,549,5,24,2,2,1,16,433,40,0,0,109619.0,0
1441349,1477,16,61,5,2,1,36,1193,104,1,0,296008.0,1
1611134,1205,9,55,4,7,1,22,962,84,0,2,236496.0,1
1432472,4882,34,171,33,5,8,128,3943,357,6,1,976926.0,0
1965990,1137,6,33,8,1,1,34,934,85,1,0,232475.0,0
1915176,508,2,18,3,5,2,13,405,39,0,1,101919.0,0
1416338,1615,10,59,8,0,4,31,1325,118,1,0,331100.0,0
1747253,991,5,35,5,6,3,27,797,78,0,1,198774.0,1
1117255,1352,12,51,5,13,7,32,1081,98,1,1,270938.0,0
1233085,1886,11,70,8,20,0,49,1507,150,1,2,377994.0,1
1614036,633,3,25,2,1,1,12,514,48,0,0,127503.0,0
1649909,1114,7,37,2,1,1,35,900,91,1,0,222529.0,0
1408215,1797,16,60,4,1,6,46,1438,144,3,0,367697.0,0
1071772,900,15,23,4,2,2,18,760,51,0,0,187104.0,0
1096936,37,0,2,0,1,0,0,27,4,0,0,5883.0,0
1637387,1828,16,63,11,9,3,44,1480,140,2,1,369317.0,0
1089447,1045,12,37,4,3,0,27,831,74,2,1,204524.0,0
1693999,529,4,17,5,7,4,14,422,42,0,1,104029.0,0
1236693,727,4,22,6,0,1,15,600,53,1,0,148355.0,0
1382862,52,0,0,0,1,0,2,45,2,0,0,12675.0,0
1213937,507,6,18,5,3,0,18,403,28,0,1,101153.0,0
1121814,2206,9,71,13,6,5,46,1799,170,2,1,444033.0,1
1291041,791,9,26,3,1,0,23,623,71,1,0,156606.0,0
1698514,1399,10,47,8,4,1,40,1132,108,0,1,284554.0,0
1529053,2201,13,67,11,1,3,58,1807,173,1,0,454395.0,0
1172283,500,5,22,4,4,1,9,392,40,0,1,97394.0,0
1791540,261,3,9,0,7,2,7,202,17,2,1,48437.0,0
1301913,53,0,5,0,5,0,0,30,3,0,0,8821.0,0
1028056,828,8,26,1,0,5,27,655,73,1,1,164110.0,0
1895439,102,0,4,0,0,1,2,86,8,0,0,21954.0,0
1739672,496,5,13,0,0,0,18,409,33,2,1,101142.0,0
1763745,1487,18,52,7,3,2,41,1192,121,3,0,296988.0,0
1128516,74,1,5,0,1,0,3,55,5,0,1,13211.0,0
1644409,708,4,24,3,12,2,21,571,38,2,1,145677.0,1
1408205,161,0,11,0,8,0,2,115,13,0,0,28616.0,0
1582215,565,5,19,1,26,0,16,421,44,0,1,105072.0,0
1768931,1101,7,42,5,0,0,21,899,86,2,0,220668.0,0
1981349,768,7,36,0,27,1,11,582,62,0,1,145885.0,0
1397165,1150,8,51,3,21,3,29,915,75,0,1,228011.0,0
1655611,129,2,11,1,1,1,3,93,9,0,1,23698.0,0
1181686,965,8,32,5,3,3,31,755,84,2,1,187135.0,0
1470526,282,1,12,1,13,2,8,207,22,0,0,52295.0,1
1508361,607,6,15,3,5,2,16,496,51,0,1,120771.0,0
1253823,239,2,6,1,1,0,8,204,12,0,0,51806.0,0
1216370,925,7,23,7,9,1,27,747,67,0,1,182619.0,0
1779197,1501,10,50,2,5,1,35,1229,116,2,1,305058.0,0
1775697,1759,11,67,7,5,6,51,1385,152,1,2,343188.0,1
1099687,600,3,18,2,3,1,18,497,38,0,1,121506.0,0
1120185,417,7,24,0,28,0,11,292,29,0,1,72857.0,0
1479463,1305,14,40,5,5,1,26,1065,108,1,1,267055.0,0
1747322,767,6,28,7,2,2,22,624,56,0,1,154801.0,0
1957819,1322,13,47,9,12,3,41,1047,104,1,1,259007.0,0
1784664,323,2,10,1,0,1,11,269,20,0,0,69453.0,0
1231331,1773,15,57,6,6,4,51,1443,122,3,2,357998.0,1
1156843,545,1,30,3,2,1,13,445,34,0,0,109896.0,1
1598916,1587,14,52,9,6,3,42,1287,128,4,1,316356.0,0
1133574,62,1,3,0,1,0,1,48,4,0,0,13167.0,0
1493883,825,6,29,2,2,0,17,666,69,2,0,168474.0,0
1889086,1202,8,33,9,3,3,34,969,97,3,0,241983.0,0
1660112,247,2,9,3,1,0,6,202,15,0,0,49697.0,0
1131306,831,9,30,3,0,0,21,681,63,1,0,169118.0,0
1947944,461,2,19,0,17,3,12,354,37,0,1,89613.0,0
1192998,1523,12,64,9,11,5,37,1193,100,0,2,290689.0,1
1370920,576,4,19,2,6,1,16,463,41,1,1,115275.0,0
1250138,166,1,14,0,8,0,1,121,8,0,1,32622.0,0
1296522,530,2,16,4,0,0,13,431,44,0,0,108445.0,0
1538925,415,6,15,0,4,1,6,341,31,0,1,85681.0,0
1247094,219,2,10,1,0,4,5,176,14,0,1,44390.0,0
1908573,456,2,15,3,23,0,17,340,28,2,1,86763.0,1
1179571,582,9,28,3,1,1,21,467,36,1,0,116601.0,0
1482453,139,2,8,0,9,0,2,103,6,0,0,25496.0,0
1671852,1029,7,27,2,0,0,23,850,81,0,0,215103.0,0
1836001,598,5,24,4,7,0,25,469,41,1,1,119016.0,0
1970657,190,3,5,0,9,0,2,150,15,0,0,35965.0,0
1705731,210,0,9,0,13,0,5,161,17,0,1,40608.0,0
1365099,844,7,29,2,3,2,26,685,59,0,1,170501.0,0
1442588,1016,6,34,2,8,2,22,813,78,4,1,201601.0,0
1192828,403,1,11,2,0,0,10,331,33,0,0,84424.0,0
1159571,28,0,2,0,0,0,0,22,1,0,0,5516.0,0
1126852,272,2,13,1,0,0,4,212,18,3,1,53909.0,0
1492980,1598,14,44,6,1,4,41,1312,113,0,0,325130.0,0
1902380,336,2,12,1,0,3,12,280,21,1,0,71016.0,0
1977378,48,0,5,0,1,0,2,30,4,0,1,7605.0,0
1885040,217,0,11,0,11,1,5,161,15,1,0,40700.0,0
1401584,158,2,2,1,0,0,6,128,14,0,0,31337.0,0
1964370,238,2,13,0,1,0,8,184,18,0,1,46964.0,0
1969615,658,7,15,2,1,2,20,544,45,1,1,133636.0,0
1875335,290,6,14,1,0,0,5,237,19,0,0,58955.0,0
1105395,65,1,4,0,0,0,0,51,6,0,0,13244.0,0
1624456,56,2,2,0,0,0,1,46,2,0,0,11692.0,0
1185496,172,1,11,0,7,0,4,125,16,0,1,28556.0,0
1102592,5,0,0,0,0,0,1,3,1,0,0,718.0,0
1041161,463,5,15,1,2,1,11,375,28,0,1,94817.0,0
1017504,167,2,2,0,0,0,3,140,12,0,1,35149.0,0
1637811,294,1,8,0,8,0,5,236,23,1,1,56543.0,0
1697869,584,7,20,4,0,2,16,477,44,1,0,116920.0,0
1939562,451,3,16,1,1,1,10,373,31,1,1,96497.0,0
1347583,217,1,4,0,18,3,5,154,18,0,0,37067.0,0
1823236,186,4,9,1,1,0,2,148,9,0,1,35140.0,0
1328526,21,1,1,0,2,0,0,15,2,0,0,3691.0,0
1972079,429,3,15,0,12,0,9,340,28,0,1,85138.0,0
1558638,269,2,7,0,0,0,9,210,29,0,0,51920.0,0
1679821,42,1,2,0,0,0,3,26,5,0,1,6778.0,0
1886372,705,10,18,1,0,2,20,595,39,0,0,150046.0,0
1675228,108,1,3,0,3,0,2,88,8,0,1,21624.0,0
1943390,138,2,6,0,3,0,0,104,14,0,1,26368.0,0
1609024,62,0,2,0,0,0,3,52,4,0,0,11463.0,0
1237346,447,2,18,0,9,1,10,344,39,1,1,83335.0,0
1418744,362,3,12,0,23,0,17,268,22,0,0,68047.0,0
1741209,142,2,3,0,6,1,2,113,9,1,1,27583.0,0
1429268,446,2,18,4,3,1,8,361,37,1,1,90298.0,0
1140640,222,2,7,0,0,1,9,181,18,0,0,45716.0,0
1368781,47,1,3,0,4,0,1,30,6,0,0,7828.0,0
1152881,185,3,9,1,3,1,0,148,11,0,1,36755.0,0
1669105,92,0,3,0,5,0,6,67,5,1,0,16889.0,0
1441028,93,2,3,0,0,0,3,74,7,0,1,19346.0,0
1739882,158,0,5,3,0,0,5,126,11,0,1,33947.0,0
1448318,29,0,2,0,3,0,1,21,0,0,0,5187.0,0
1410019,340,2,9,1,3,0,5,283,20,0,1,69755.0,0
1759755,7,0,1,0,2,0,0,4,0,0,0,899.0,0
1348935,36,0,5,1,0,0,1,23,0,0,1,5855.0,0
1677986,179,1,9,2,1,0,3,146,8,0,0,36411.0,1
1583257,2331,18,89,16,14,6,61,1951,87,2,1,482969.0,0
1555959,160,3,5,0,9,0,5,120,11,1,0,29431.0,0
1579317,698,4,36,0,40,1,17,547,22,2,1,136501.0,0
1689868,346,2,20,2,4,0,6,271,15,0,1,68094.0,0
1133352,5913,49,204,50,9,13,161,4968,238,6,1,1232591.0,0
1258417,38,0,2,0,1,0,0,33,2,0,0,8169.0,0
1195762,570,2,31,0,42,0,14,422,27,0,0,103026.0,0
1427905,2639,19,85,26,36,5,65,2181,97,1,2,537784.0,1
1031919,857,5,31,9,1,2,13,730,40,0,0,181342.0,0
1569617,1929,17,76,8,60,6,55,1542,77,1,2,376947.0,1
1288941,4257,42,136,36,38,5,102,3537,193,5,2,869766.0,1
1768818,1953,21,73,18,4,3,44,1637,74,1,1,406908.0,1
1855849,129,2,3,0,8,0,3,95,11,0,0,23131.0,0
1007956,3548,33,126,28,5,9,97,2971,159,4,1,743911.0,0
1082054,180,3,10,0,6,0,2,144,6,0,1,36167.0,0
1371683,1544,9,63,9,34,3,31,1267,67,0,0,316347.0,1
1821693,534,6,22,5,0,0,13,447,17,1,0,111017.0,0
1522479,994,7,28,12,0,0,20,852,46,1,0,216123.0,0
1786875,133,2,5,0,6,0,6,101,6,0,1,25551.0,0
1586606,3694,46,106,29,21,3,90,3095,169,2,1,775914.0,0
1304075,426,5,15,5,1,0,10,352,12,1,1,88423.0,0
1068112,76,0,4,0,6,0,1,59,1,0,0,14700.0,0
1254078,1461,15,73,8,32,5,44,1162,49,2,2,284756.0,1
1367395,4366,43,136,30,4,5,101,3688,169,7,1,919356.0,0
1660920,358,3,19,2,18,2,4,274,15,1,1,66511.0,0
1333857,103,1,9,0,8,0,1,76,1,1,0,18761.0,0
1590560,8360,62,303,56,126,21,195,6862,365,6,4,1710990.0,1
1773296,555,5,26,0,30,3,14,427,23,1,0,107569.0,0
1163481,364,4,20,0,22,2,9,270,17,0,1,70050.0,0
1951010,3449,25,152,16,90,7,70,2766,144,1,2,686452.0,1
1915403,3371,21,124,23,19,4,75,2804,157,4,2,690630.0,1
1250467,720,4,27,4,3,1,21,603,33,0,0,149205.0,1
1686839,361,4,16,4,0,1,8,298,15,0,0,78128.0,0
1063926,608,1,29,0,41,2,14,465,19,1,0,116078.0,0
1836890,887,7,31,4,2,3,25,747,34,2,1,185736.0,0
1005694,3203,30,118,27,1,7,83,2661,150,1,1,658331.0,1
1104705,472,4,20,0,27,0,7,373,21,1,0,91841.0,0
1280143,214,1,15,0,14,1,4,156,8,0,0,39563.0,0
1917526,747,3,48,0,48,0,20,555,34,0,0,137901.0,0
1181706,2097,21,68,19,1,3,46,1792,77,0,0,450159.0,0
1543523,1703,14,44,17,3,3,44,1447,76,1,0,361120.0,0
1538231,328,1,12,6,0,0,5,276,13,1,0,70336.0,0
1206824,6785,50,264,64,67,11,166,5614,264,13,2,1406051.0,1
1479255,1578,22,55,15,11,4,35,1294,64,2,1,322553.0,0
1733105,555,5,32,5,27,2,11,418,24,2,1,106353.0,0
1885045,1444,10,59,10,14,1,37,1190,47,0,1,294729.0,0
1542816,3690,31,121,12,52,6,88,3045,177,1,1,758875.0,0
1986207,1490,16,46,11,17,4,35,1234,67,2,1,308221.0,0
1867626,1052,10,31,12,2,2,24,891,38,4,1,222026.0,0
1822437,505,5,27,0,28,0,12,378,26,1,0,92449.0,0
1411673,1586,12,42,16,2,6,38,1344,69,2,0,333354.0,0
1685341,468,2,15,3,8,0,9,389,19,0,1,100254.0,0
1760086,5732,51,183,51,3,9,147,4799,265,5,1,1188012.0,0
1645821,1106,15,42,8,24,2,33,909,36,1,1,226484.0,0
1529902,533,3,18,2,3,0,17,442,28,0,1,111415.0,0
1053217,977,8,34,6,20,2,24,795,58,0,1,193161.0,0
1009170,3602,29,121,26,14,12,62,3050,151,5,1,764064.0,0
1350371,977,9,46,0,60,2,20,746,29,2,0,185118.0,0
1311336,2870,20,102,22,11,4,63,2391,143,4,1,598210.0,1
1945231,3776,27,126,30,26,8,81,3149,179,2,1,785020.0,0
1624143,984,7,28,6,9,1,21,819,49,1,1,198617.0,1
1314898,3499,40,107,33,3,5,71,2955,145,4,1,736653.0,0
1904596,434,3,28,0,28,1,8,321,17,1,0,81571.0,0
1272254,761,6,30,5,13,1,17,623,29,0,1,159231.0,0
1940322,440,1,20,1,22,0,8,356,14,0,1,88318.0,0
1748373,2152,23,66,24,6,3,47,1825,82,1,1,453900.0,0
1269740,3902,26,147,28,71,6,93,3183,163,3,2,790923.0,1
1251030,189,0,9,0,6,0,2,146,10,1,0,37784.0,0
1576975,1322,18,40,16,7,2,36,1104,45,1,1,271547.0,1
1897610,327,3,17,0,25,1,4,244,13,0,0,61042.0,0
1436178,3137,25,116,28,22,3,78,2602,127,1,1,653605.0,0
1235208,5148,40,190,43,31,8,140,4283,204,3,2,1073124.0,1
1182408,3111,33,107,29,36,6,84,2560,115,6,1,640144.0,1
1848926,918,6,26,8,14,2,23,747,44,3,0,182293.0,1
1467879,2499,9,90,23,46,8,52,2056,99,2,2,506607.0,1
1633090,2123,21,68,23,8,4,51,1786,83,4,1,432571.0,0
1059601,2211,18,72,16,2,2,60,1873,87,2,0,463739.0,0
1734820,2085,18,78,18,4,0,49,1750,82,1,0,442012.0,1
1783393,604,3,22,3,19,5,13,487,25,0,1,121391.0,0
1971802,759,4,30,6,7,3,21,620,42,1,2,153646.0,1
1932047,2356,21,79,16,33,6,62,1941,107,0,1,487898.0,1
1943421,882,7,22,8,1,4,23,737,55,1,1,186630.0,0
1788675,907,7,43,2,41,1,15,713,34,3,1,175261.0,1
1542450,3137,21,124,25,16,5,73,2623,119,4,1,652183.0,1
1233670,2158,17,86,16,63,2,41,1730,96,1,2,431357.0,1
1186453,745,6,31,5,12,1,15,604,34,0,1,150810.0,0
1534931,1372,9,45,10,27,2,40,1130,56,0,1,282986.0,0
1089821,2448,14,87,14,28,6,63,2033,92,7,3,501030.0,1
1076237,3078,32,96,25,10,5,64,2604,122,8,1,650564.0,0
1101233,797,6,26,10,6,4,15,665,39,0,1,167097.0,0
1460436,1534,8,59,17,3,6,38,1288,58,3,0,319067.0,0
1244013,1849,12,67,12,6,1,47,1546,78,3,1,390463.0,0
1399084,6145,48,197,55,4,12,144,5154,271,11,0,1288352.0,0
1527743,1570,6,51,10,45,2,30,1290,57,4,1,321375.0,1
1611418,1998,13,54,28,4,0,49,1718,72,1,1,426816.0,0
1576354,87,0,2,2,0,0,3,73,3,0,0,17013.0,0
1006717,1405,7,54,11,11,0,36,1164,53,0,1,288043.0,0
1184205,2217,21,83,12,29,5,64,1812,87,2,0,451792.0,1
1996357,1357,7,43,11,13,4,24,1156,51,1,1,289650.0,1
1694017,1503,11,64,8,49,2,28,1205,69,0,1,300641.0,1
1605580,548,6,36,0,33,1,12,404,28,0,1,98490.0,0
1445293,1456,13,51,11,6,3,33,1213,64,3,1,301153.0,0
1621515,2255,18,76,26,4,4,60,1859,118,2,0,467674.0,0
1147612,2796,20,96,20,21,6,72,2327,113,3,1,585242.0,1
1601130,196,1,8,2,1,0,7,165,6,0,0,41323.0,0
1689309,8228,62,283,69,29,14,199,6894,348,9,2,1709643.0,1
1457568,1706,15,63,10,31,2,39,1412,65,3,2,347451.0,1
1342468,5785,37,184,46,3,7,139,4898,251,5,2,1223086.0,1
1856744,773,3,34,10,7,0,12,665,15,1,1,169402.0,0
1300548,910,12,33,3,21,0,22,726,53,1,0,179801.0,1
1653379,3560,25,122,42,26,3,79,2999,134,4,2,752765.0,1
1931933,12831,101,425,108,11,33,295,10806,538,11,1,2674490.0,1
1334209,2274,19,77,23,2,2,54,1924,105,1,0,477562.0,0
